wAja wAja
cixaMbaram cixaMbaram
ne ne
kahA kaha
ki ki
AXunika AXunika
haWiyAroM haWiyAra
ke kA
aXigrahaNa aXigrahaNa
ke ke
lie lie
yaha yaha
' SINGLE_QUOTE
jarUrI jarUrI
' SINGLE_QUOTE
ho ho
gayA jA
hE hE
ki ki
isa yaha
sAla sAla
AvaMtana AvaMtana
aXika aXika
ho ho
. .
pUzjI pUzjI
prAvaXAna prAvaXAna
ko ko
xogunA xogunA
kie kara
jAne jA
se se
saMkewa saMkewa
milawe mila
hEM hE
ki ki
sarakAra sarakAra
kA kA
PrAMsIsI PrAMsIsI
panadubbI panadubbI
' SINGLE_QUOTE
skOYrpiyo skOYrpiyo
' SINGLE_QUOTE
, COMMA
miga miga
- -
21 21
ke kA
sWAna sWAna
para para
125 125
bahuuxxeSIya bahuuxxeSIya
ladZAkU ladZAkU
vimAna vimAna
Ora Ora
Wala Wala
senA senA
kI kA
PAyarapOYvara PAyarapOYvara
meM meM
ijAPA ijAPA
karane kara
ke ke
lie lie
cAra cAra
hajAra hajAra
karodZa karoda
rupaye rupayA
kI kA
yojanA yojanA
para para
Age Age
baDZane baDZa
kA kA
vicAra vicAra
hE hE
. .
rakRA rakRA
bajata bajata
meM meM
isa yaha
vqxXi vqxXi
ke ke
bAvajUxa bAvajUxa
BArawa BArawa
kA kA
rakRA rakRA
Karca Karca
sakala sakala
GarelU GarelU
uwpAxa uwpAxa
kA kA
sirPa sirPa
2.5 2.5
PIsaxI PIsaxI
hE hE
jo jo
cIna cIna
ke kA
6 6
PIsaxI PIsaxI
Ora Ora
pAkiswAna pAkiswAna
ke kA
5.5 5.5
PIsaxI PIsaxI
kI kA
apekRA apekRA
bahuwa bahuwa
kama kama
hE hE
. .
piCale piCalA
sAla sAla
ke kA
bajata bajata
anumAna anumAna
kI kA
apekRA apekRA
mOjUxA mOjUxA
vqxXi vqxXi
17.91 17.91
PIsaxI PIsaxI
aXika aXika
hE hE
. .
agara agara
pUzjI pUzjI
prAvaXAnoM prAvaXAna
para para
najara najara
xOdZAI xOdZA
jAe jA
wo wo
Wala Wala
senA senA
ke ke
lie lie
bajata bajata
anumAna anumAna
meM meM
kamI kamI
AI A
hE hE
jabaki jabaki
vAyu vAyu
Ora Ora
nO nO
senA senA
ke ke
lie lie
mAmUlI mAmUlI
vqxXi vqxXi
kI kara
gaI jA
hE hE
. .
mOjUxA mOjUxA
varRa varRa
meM meM
Wala Wala
senA senA
ke ke
lie lie
AvaMtana AvaMtana
27,82899 2782899
karodZa karoda
rupaye rupayA
raKA raKA
gayA jA
hE hE
jabaki jabaki
piCale piCalA
sAla sAla
ke kA
saMSoXiwa saMSoXiwa
anumAna anumAna
meM meM
yaha yaha
rASi rASi
28,276 28276
karodZa karoda
rupaye rupayA
raKI raKa
gaI jA
WI WA
. .
jabaki jabaki
nO nO
senA senA
ke ke
lie lie
piCale piCalA
sAla sAla
saMSoXiwa saMSoXiwa
anumAna anumAna
4,910 4910
karodZa karoda
raKA raKA
gayA jA
WA WA
jise jo
mOjUxA mOjUxA
viwwa viwwa
varRa varRa
meM meM
baDZA baDZA
kara kara
5,293 5293
karodZa karoda
rupaye rupayA
kara kara
xiyA xe
gayA jA
hE hE
. .
vahIM vahIM
, COMMA
vAyu vAyu
senA senA
ke ke
lie lie
7847.29 7847.29
karodZa karoda
rupaye rupayA
ko ko
baDZAkara baDZA
8468.40 8468.40
karodZa karoda
rupaye rupayA
kara kara
xiyA xe
gayA jA
hE hE
. .
viwwa viwwa
maMwrI maMwrI
pI. pI.
cixaMbaram cixaMbaram
Ora Ora
rakRA rakRA
maMwrI maMwrI
praNaba praNaba
muKarjI muKarjI
svaxeSI svaxeSI
rakRA rakRA
SoXa SoXa
ko ko
baDZAvA baDZAvA
xene xe
para para
jora jora
xewe xe
Ae A
hEM hE
lekina lekina
rakRA rakRA
SoXa SoXa
sevA sevA
Ora Ora
vikAsa vikAsa
ke ke
lie lie
piCale piCalA
sAla sAla
kI kA
apekRA apekRA
wIna wIna
sO sO
karodZa karoda
rupaye rupayA
kI kA
katOwI katOwI
kI kara
gaI jA
hE hE
. .
dIAradIo dIAradIo
ko ko
mOjUxA mOjUxA
bajata bajata
meM meM
2343.16 2343.16
karodZa karoda
rupaye rupayA
AvaMtiwa AvaMtiwa
kie kara
gae jA
hEM hE
jabaki jabaki
piCale piCalA
sAla sAla
ke kA
saMSoXiwa saMSoXiwa
anumAna anumAna
meM meM
2699.20 2699.20
karodZa karoda
rupaye rupayA
kI kA
bAwa bAwa
kahI kaha
gaI jA
WI WA
. .
bIwe bIwa
wIna wIna
sAloM sAla
ke ke
xOrAna xOrAna
kAra kAra
KarIxane KarIxa
vAle vAlA
apane apanA
ko ko
TagA Taga
mahasUsa mahasUsa
kara kara
sakawe saka
hEM hE
. .
kEga kEga
kI kA
riporta riporta
ke ke
muwAbika muwAbika
2001 2001
se se
2004 2004
ke ke
xOrAna xOrAna
viwwa viwwa
maMwrAlaya maMwrAlaya
xvArA xvArA
kAroM kAra
para para
kara kara
GatAne GatA
ke ke
bAvajUxa bAvajUxa
mAruwi mAruwi
, COMMA
tAtA tAtA
motarsa motara
, COMMA
hoMdA hoMdA
Ora Ora
maheMxrA maheMxrA
eMda eMda
maheMxrA maheMxrA
jEsI jEsA
xiggaja xiggaja
kaMpaniyoM kaMpanI
ne ne
upaBokwAoM upaBokwA
ko ko
kisI koI
waraha waraha
kI kA
riyAyawa riyAyawa
nahIM nahIM
xI xe
. .
yahI yaha
nahIM nahIM
NULL _
NULL _
uwpAxa uwpAxa
Sukla Sukla
meM meM
katOwI katOwI
ke ke
bAvajUxa bAvajUxa
ina yaha
kaMpaniyoM kaMpanI
ne ne
kAroM kAra
ke kA
xAma xAma
BI BI
baDZA baDZA
xie xe
. .
saMsaxa saMsaxa
meM meM
peSa peSa
apanI apanA
riporta riporta
meM meM
kEga kEga
ne ne
ise yaha
lekara le
viwwa viwwa
maMwrAlaya maMwrAlaya
kI kA
KiMcAI KizcAI
kI kara
hE hE
. .
usake vaha
niSAne niSAnA
para para
rela rela
maMwrAlaya maMwrAlaya
BI BI
hE hE
. .
riporta riporta
ke ke
muwAbika muwAbika
2000 2000
- -
04 04
ke ke
xOrAna xOrAna
relave relave
ne ne
sadZaka sadZaka
Ora Ora
ovara ovara
bijra bijra
ke kA
nirmANa nirmANa
ke ke
lie lie
mile mila
PaMda PaMda
ke kA
iswemAla iswemAla
meM meM
beruKI beruKI
xiKAI xiKA
. .
niyaMwraka niyaMwraka
Ora Ora
mahAleKA mahAleKA
parIkRaka parIkRaka
( _
kEga kEga
) _
kI _
riporta riporta
ke ke
muwAbika muwAbika
maXyama maXyama
Ora Ora
lagjarI lagjarI
segameMta segameMta
kI kA
kAroM kAra
ke kA
mAmale mAmalA
meM meM
uwpAxa uwpAxa
Sulka Sulka
meM meM
katOwI katOwI
kA kA
pUrA pUrA
lABa lABa
upaBokwAoM upaBokwA
waka waka
nahIM nahIM
pahuzcA pahuzca
. .
isake yaha
calawe calawe
sarakAra sarakAra
ko ko
kAra kAra
kaMpaniyoM kaMpanI
se se
milane mila
vAle vAlA
rAjasva rAjasva
meM meM
38 38
PIsaxI PIsaxI
kA kA
nukasAna nukasAna
huA ho
. .
NULL _
gOrawalaba gOrawalaba
hE hE
ki ki
viwwa viwwa
maMwrAlaya maMwrAlaya
ne ne
2000 2000
- -
01 01
ke ke
xOrAna xOrAna
kAroM kAra
para para
16 16
PIsaxI PIsaxI
uwpAxa uwpAxa
Sulka Sulka
GatAyA GatA
WA WA
. .
isI yaha
waraha waraha
2001 2001
- -
02 02
ke ke
xOrAna xOrAna
kAroM kAra
kA kA
viSeRa viSeRa
uwpAxa uwpAxa
kara kara
24 24
PIsaxI PIsaxI
ke ke
bajAya bajAya
16 16
PIsaxI PIsaxI
kara kara
xiyA xe
gayA jA
. .
isake yaha
bAxa bAxa
2002 2002
- -
03 03
ke ke
xOrAna xOrAna
isameM yaha
ATa ATa
PIsaxI PIsaxI
kI kA
Ora Ora
katOwI katOwI
kI kara
gaI jA
. .
isase yaha
2001 2001
- -
02 02
ke ke
xOrAna xOrAna
Sulka Sulka
40 40
PIsaxI PIsaxI
se se
Gatakara Gata
32 32
PIsaxI PIsaxI
ho ho
gayA jA
. .
jabaki jabaki
2003 2003
- -
04 04
ke ke
xOrAna xOrAna
Sulka Sulka
32 32
PIsaxI PIsaxI
se se
Gatakara Gata
24 24
PIsaxI PIsaxI
raha raha
gayA jA
. .
riporta riporta
ke ke
muwAbika muwAbika
mArca mArca
2001 2001
se se
ParavarI ParavarI
2002 2002
ke ke
xOrAna xOrAna
pAyA pA
gayA jA
ki ki
mAruwi mAruwi
, COMMA
tAtA tAtA
motarsa motara
, COMMA
hoMdA hoMdA
siela siela
Ora Ora
maheMxrA maheMxrA
eMda eMda
maheMxrA maheMxrA
ne ne
Sulka Sulka
meM meM
katOwI katOwI
ke ke
anurUpa anurUpa
kAroM kAra
ke kA
xAma xAma
nahIM nahIM
GatAe GatA
. .
balki balki
kuCa kuCa
kaMpaniyoM kaMpanI
ne ne
wo wo
xasa xasa
mahIne mahInA
bAxa bAxa
hI hI
kAroM kAra
ke kA
xAma xAma
baDZA baDZA
xie xe
. .
riporta riporta
ke ke
muwAbika muwAbika
pAzca pAzca
kAra kAra
nirmAwA nirmAwA
kaMpaniyoM kaMpanI
se se
sarakAra sarakAra
ko ko
30 30
siwaMbara siwaMbara
2003 2003
waka waka
2444.11 2444.11
karodZa karoda
rupaye rupayA
kA kA
rAjasva rAjasva
milanA mila
WA WA
. .
lekina lekina
ina yaha
kaMpaniyoM kaMpanI
ne ne
isameM yaha
se se
927.31 927.31
karodZa karoda
rupaye rupayA
apane apanA
pAsa pAsa
hI hI
raKa raKa
lie le
. .
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
ne ne
SukravAra SukravAra
ko ko
AwaMkavAxa AwaMkavAxa
ko ko
kAyarawApUrNa kAyarawApUrNa
kqwa kqwa
karAra karAra
xewe xe
hue ho
kahA kaha
ki ki
lokawaMwra lokawaMwra
meM meM
AsWA AsWA
raKane raKa
vAle vAlA
xeSoM xeSa
ko ko
milakara mila
isakA yaha
mukAbalA mukAbalA
karanA kara
cAhie cAhie
. .
OYksaPorda OYksaPorda
viSvavixyAlaya viSvavixyAlaya
ne ne
Aja Aja
manamohana manamohana
siMha siMha
ko ko
nAgarika nAgarika
kAnUna kAnUna
meM meM
dOYktareta dOYktareta
kI kA
mAnaxa mAnaxa
upAXi upAXi
praxAna praxAna
kI kara
. .
isa yaha
avasara avasara
para para
Ayojiwa Ayojiwa
samAroha samAroha
ko ko
saMboXiwa saMboXiwa
karawe kara
hue ho
siMha siMha
ne ne
kahA kaha
ki ki
lokawaMwra lokawaMwra
Ora Ora
kAnUna kAnUna
ke kA
SAsana SAsana
meM meM
AsWA AsWA
raKane raKa
vAloM vAlA
ko ko
cAhie cAhie
ki ki
ve vaha
milakara mila
AwaMkavAxa AwaMkavAxa
kA kA
mukAbalA mukAbalA
kareM kara
. .
unhoMne vaha
kahA kaha
ki ki
AwaMkavAxa AwaMkavAxa
kAyarawApUrNa kAyarawApUrNa
kqwa kqwa
hE hE
Ora Ora
yaha yaha
naPZarawa naParawa
PElAwA PElA
hE hE
. .
NULL _
gOrawalaba gOrawalaba
hE hE
ki ki
bqhaspawivAra bqhaspawivAra
ko ko
laMxana laMxana
meM meM
AwaMkI AwaMkI
hamalA hamalA
huA ho
WA WA
. .
eka eka
ke ke
bAxa bAxa
eka eka
kaI kaI
visPotoM visPota
meM meM
yahAz yahAz
50 50
loga loga
mAre mAra
gae jA
hEM hE
Ora Ora
eka eka
hajAra hajAra
ke ke
karIba karIba
GAyala GAyala
hue ho
hEM hE
. .
isa yaha
GatanA GatanA
para para
Soka Soka
jawAwe jawA
hue ho
praXAnamaMwrI praXAnamaMwrI
ne ne
kahA kaha
ki ki
saMkata saMkata
kI kA
isa yaha
GadZI GadZI
meM meM
BArawIya BArawIya
britena britena
ke ke
sAWa sAWa
hEM hE
. .
ayoXyA ayoXyA
meM meM
AwaMkI AwaMkI
hamale hamalA
kA kA
jikra jikra
karawe kara
hue ho
manamohana manamohana
siMha siMha
ne ne
kahA kaha
ki ki
AwaMkavAxa AwaMkavAxa
viSva viSva
ke kA
saBI saBI
xeSoM xeSa
ke ke
lie lie
KawarA KawarA
bana bana
gayA jA
hE hE
. .
yaha yaha
SAMwi SAnwi
Ora Ora
mAnavIyawA mAnavIyawA
ko ko
wahasa wahasa
- -
nahasa nahasa
kara kara
rahA raha
hE hE
Ora Ora
hameM hama
isakA yaha
mukAbalA mukAbalA
milakara milakara
karanA kara
cAhie cAhie
. .
uXara uXara
, COMMA
OYksaPorda OYksaPorda
viSvavixyAlaya viSvavixyAlaya
kI kA
ora ora
se se
Aja Aja
manamohana manamohana
siMha siMha
ko ko
nAgarika nAgarika
kAnUna kAnUna
meM meM
dOYktareta dOYktareta
kI kA
mAnaxa mAnaxa
upAXi upAXi
praxAna praxAna
kI kara
gaI jA
. .
siMha siMha
pAMca pAMca
xaSaka xaSaka
pUrva pUrva
viSvavixyAlaya viSvavixyAlaya
ke kA
CAwra CAwra
rahe raha
We WA
. .
siMha siMha
ne ne
1957 1957
meM meM
viSvavixyAlaya viSvavixyAlaya
ke kA
naPIlda naPIlda
kOYleja kOYleja
se se
arWaSAswra arWaSAswra
meM meM
dI. dI.
Pila. Pila.
kI kA
digrI digrI
hAsila hAsila
kI kara
WI WA
. .
uwwara uwwara
praxeSa praxeSa
pulisa pulisa
ke ke
sAWa sAWa
muTaBedZa muTaBedZa
meM meM
mAre mAra
gaye jA
kuKyAwa kuKyAwa
dakEwa dakEwa
nirBaya nirBaya
gurjara gurjara
kI kA
viXavA viXavA
sImA sImA
parihAra parihAra
ne ne
apane apanA
xivaMgawa xivaMgawa
pawi pawi
ke kA
Sava Sava
para para
apanA apanA
xAvA xAvA
peSa peSa
kiyA kara
hE hE
. .
usane vaha
kahA kaha
hE hE
ki ki
vaha vaha
hiMxU hiMxU
rIwi rIwi
- -
rivAja rivAja
ke ke
muwAbika muwAbika
vArANasI vArANasI
meM meM
Sava Sava
kA kA
aMwima aMwima
saMskAra saMskAra
karegI kara
. .
uXara uXara
, COMMA
uwwara uwwara
praxeSa praxeSa
ke kA
pulisa pulisa
mahAnixeSaka mahAnixeSaka
yaSapAla yaSapAla
siMha siMha
ne ne
gurjara gurjara
ko ko
Dera Dera
karane kara
vAle vAlA
esatIePa esatIePa
ke kA
javAnoM javAna
ke ke
lie lie
bArI bArI
se se
pahale pahale
pronnawi pronnawi
xene xe
kI kA
GoRaNA GoRaNA
kI kara
hE hE
. .
maMgalavAra maMgalavAra
ko ko
itAvA itAvA
meM meM
pawrakAroM pawrakAra
ke ke
sAWa sAWa
bAwa bAwa
- -
cIwa cIwa
meM meM
sImA sImA
ne ne
kahA kaha
ki ki
' SINGLE_QUOTE
nirBaya nirBaya
ko ko
apane apanA
pApoM pApa
kI kA
sajA sajA
mila mila
cukI cuka
hE hE
. .
unakI vaha
pawnI pawnI
hone ho
ke ke
nAwe nAwe
aba aba
muJe mEM
apane apanA
karwavya karwavya
kA kA
pAlana pAlana
karanA kara
hE hE
. .
mEM mEM
unake vaha
Sava Sava
kA kA
aMwima aMwima
saMskAra saMskAra
kASI kASI
( _
vArANasI vArANasI
) _
meM _
karanA kara
cAhawI cAha
hUz hE
. .
' SINGLE_QUOTE
sImA sImA
ne ne
Age Age
kahA kaha
ki ki
gurjara gurjara
ke kA
Sava Sava
ke kA
OpacArika OpacArika
xAve xAvA
ke ke
lie lie
mEM mEM
jile jilA
ke kA
variRTa variRTa
pulisa pulisa
aXIkRaka aXIkRaka
se se
mulAkAwa mulAkAwa
karUzgI kara
. .
uXara uXara
, COMMA
pulisa pulisa
kA kA
kahanA kaha
hE hE
ki ki
Sava Sava
ko ko
postamArtama postamArtama
ke ke
lie lie
Beja Beja
xiyA xe
gayA jA
hE hE
. .
sAWa sAWa
hI hI
pulisa pulisa
gurjara gurjara
ke kA
parijanoM parijana
se se
BI BI
saMparka saMparka
karane kara
kA kA
prayAsa prayAsa
kara kara
rahI raha
hE hE
wAki wAki
xAha xAha
saMskAra saMskAra
ke ke
lie lie
Sava Sava
parijanoM parijana
ko ko
sOMpA sOMpa
jA jA
sake saka
. .
pulisa pulisa
mahAnixeSaka mahAnixeSaka
yaSapAla yaSapAla
siMha siMha
ne ne
kahA kaha
ki ki
muTaBedZa muTaBedZa
meM meM
nirBaya nirBaya
gurjara gurjara
ko ko
mArakara mAra
esatIePa esatIePa
tIma tIma
ne ne
axamya axamya
sAhasa sAhasa
kA kA
paricaya paricaya
xiyA xe
hE hE
Ora Ora
ve vaha
praSaMsA praSaMsA
ke kA
pAwra pAwra
hEM hE
. .
unhoMne vaha
Age Age
kahA kaha
ki ki
bahAxurI bahAxurI
Bare Bara
kAranAmoM kAranAmA
ke ke
maxxenajZara maxxenajZara
pulisakarmiyoM pulisakarmI
ke ke
lie lie
bArI bArI
se se
pahale pahale
pronnawi pronnawi
xene xe
kA kA
prAvaXAna prAvaXAna
hE hE
. .
NULL _
gOrawalaba gOrawalaba
hE hE
ki ki
sImA sImA
jaba jaba
lAlArAma lAlArAma
giroha giroha
meM meM
WI WA
waBI waBI
usane vaha
gurjara gurjara
se se
SAxI SAxI
racAI racA
WI WA
. .
samaJA samaJa
jAwA jA
hE hE
ki ki
bAxa bAxa
meM meM
jaba jaba
lAlArAma lAlArAma
ne ne
sImA sImA
ke ke
sAWa sAWa
jabarana jabarana
SArIrika SArIrika
saMbaMXa saMbaMXa
banAyA banA
wo wo
gussAe gussA
gurjara gurjara
ne ne
lAlArAma lAlArAma
giroha giroha
se se
alaga alaga
hokara ho
apanA apanA
eka eka
alaga alaga
giroha giroha
banA banA
liyA le
. .
varuNa varuNa
gAMXI gAMXI
ne ne
Aja Aja
kahA kaha
ki ki
svasWa svasWa
lokawaMwra lokawaMwra
meM meM
vaMSavAxa vaMSavAxa
kA kA
koI koI
sWAna sWAna
nahIM nahIM
hE hE
. .
varuNa varuNa
ke ke
anusAra anusAra
unakA vaha
parivAra parivAra
kAMgresa kAMgresa
pArtI pArtI
ke ke
prawi prawi
nahIM nahIM
NULL _
balki balki
vicAra vicAra
XArAoM XArA
ke ke
prawi prawi
prawibaxGa prawibaxGa
rahA raha
hE hE
. .
unhoMne vaha
BAjapA BAjapA
meM meM
apane apanA
praveSa praveSa
kA kA
BI BI
samarWana samarWana
kiyA kara
. .
BAjapA BAjapA
ke kA
muKA muKA
bIjepI bIjepI
tude tude
ko ko
xie xe
sAkRAwkAra sAkRAwkAra
meM meM
varuNa varuNa
ne ne
kahA kaha
ki ki
vaMSavAxa vaMSavAxa
wo wo
sAmaMwavAxa sAmaMwavAxa
kA kA
eka eka
hissA hissA
hE hE
. .
hAlAki hAlAki
unhoMne vaha
yaha yaha
BI BI
svIkAra svIkAra
kiyA kara
ki ki
vaMSavAxa vaMSavAxa
kI kA
samasyA samasyA
sirPa sirPa
rAjanIwi rAjanIwi
meM meM
hI hI
nahIM nahIM
NULL _
balki balki
uxyoga uxyoga
evaM evaM
vyApAra vyApAra
, COMMA
Pilma Pilma
, COMMA
kalA kalA
Ora Ora
viBinna viBinna
vyavasAyoM vyavasAya
meM meM
hE hE
. .
varuNa varuNa
ke ke
anusAra anusAra
vaMSavAxa vaMSavAxa
ke ke
lie lie
newA newA
hI hI
jimmexAra jimmexAra
hEM hE
. .
unhoMne vaha
kahA kaha
ki ki
agara agara
logoM loga
ko ko
behawara behawara
SikRA SikRA
Ora Ora
avasara avasara
mile mila
wo wo
unameM vaha
Awma Awma
viSvAsa viSvAsa
baDZawA baDZa
hE hE
Ora Ora
ve vaha
jIvana jIvana
meM meM
parivAra parivAra
kA kA
samarWana samarWana
nahIM nahIM
leMge le
. .
varuNa varuNa
ne ne
kahA kaha
ki ki
jisa jo
waraha waraha
se se
BAjapA BAjapA
ne ne
gaTabaMXana gaTabaMXana
sarakAra sarakAra
ko ko
saMcAliwa saMcAliwa
kiyA kara
Ora Ora
BArawa BArawa
ko ko
viBinna viBinna
kRewroM kRewra
meM meM
prawiRTA prawiRTA
praxAna praxAna
kI kara
usase vaha
praBAviwa praBAviwa
hokara ho
hI hI
ve vaha
BAjapA BAjapA
meM meM
SAmila SAmila
hue ho
. .
unhoMne vaha
kahA kaha
ki ki
mEM mEM
BAjapA BAjapA
ke kA
rARtravAxa rARtravAxa
Ora Ora
AwmaviSvAsa AwmaviSvAsa
kI kA
vicAra vicAra
XArA XArA
se se
pUrI pUrA
waraha waraha
praBAviwa praBAviwa
hUz hE
. .
unhoMne vaha
kahA kaha
ki ki
kuCa kuCa
logoM loga
ko ko
isa yaha
bAwa bAwa
para para
AScarya AScarya
ho ho
sakawA saka
hE hE
ki ki
gAMXI gAMXI
parivAra parivAra
kA kA
saxasya saxasya
hone ho
ke ke
bAvajUxa bAvajUxa
mEM mEM
BAjapA BAjapA
meM meM
kEse kEse
SAmila SAmila
ho ho
gayA jA
, COMMA
lekina lekina
hama hama
pArtI pArtI
nahIM nahIM
vicAra vicAra
XArA XArA
kA kA
sammAna sammAna
karawe kara
hEM hE
. .
unhoMne vaha
BArawIya BArawIya
rAjanIwikoM rAjanIwika
kI kA
kamajorI kamajorI
para para
prawikriyA prawikriyA
vyakwa vyakwa
karawe kara
hue ho
kahA kaha
ki ki
Ajakala Ajakala
rAjanIwi rAjanIwi
Sakwi Sakwi
Ora Ora
Xana Xana
upaBoga upaBoga
karane kara
kA kA
mAXyama mAXyama
ho ho
gayI jA
hE hE
. .
SAyaxa SAyaxa
hI hI
koI koI
rAjanewA rAjanewA
sahI sahI
arWoM arWa
meM meM
logoM loga
kI kA
sevA sevA
karanA kara
cAhawA cAha
hE hE
. .
unhoMne vaha
BArawIya BArawIya
svawaMwrawA svawanwrawA
saMgrAma saMgrAma
kI kA
yAxa yAxa
xilAwe xilA
hue ho
kahA kaha
ki ki
rAjanIwi rAjanIwi
meM meM
BI BI
vyakwigawa vyakwigawa
balixAna balixAna
kI kA
jarUrawa jarUrawa
hE hE
. .
varuNa varuNa
ke ke
anusAra anusAra
ve vaha
apanI apanA
rAjanIwika rAjanIwika
pqRTaBUmi pqRTaBUmi
kA kA
lABa lABa
nahIM nahIM
uTAnA uTA
cAhawe cAha
. .
loka loka
janaSakwi janaSakwi
pArtI pArtI
( _
lojapA lojapA
) _
aXyakRa aXyakRa
rAma rAma
vilAsa vilAsa
pAsavAna pAsavAna
ne ne
bihAra bihAra
meM meM
hone ho
vAle vAlA
viXAnasaBA viXAnasaBA
cunAva cunAva
meM meM
eka eka
bAra bAra
Pira Pira
se se
rARtrIya rARtrIya
janawA janawA
xala xala
( _
rAjaxa rAjaxa
) _
va va
BArawIya BArawIya
janawA janawA
pArtI pArtI
( _
BAjapA BAjapA
) _
ke ke
sAWa _
kisI koI
prakAra prakAra
ke kA
wAlamela wAlamela
kI kA
saMBAvanA saMBAvanA
se se
inakAra inakAra
kiyA kara
hE hE
. .
sAWa sAWa
hI hI
unhoMne vaha
kahA kaha
ki ki
unakI vaha
pArtI pArtI
kAMgresa kAMgresa
ke ke
alAvA alAvA
BAkapA BAkapA
mAle mAle
, COMMA
BAkapA BAkapA
va va
mAkapA mAkapA
ke ke
sAWa sAWa
cunAvI cunAvI
gaTabaMXana gaTabaMXana
kI kA
saMBAvanAoM saMBAvanA
kA kA
pawA pawA
lagA lagA
rahI raha
hE hE
. .
buXavAra buXavAra
ko ko
xillI xillI
se se
patanA patanA
pahuMcane pahuMca
para para
pawrakAroM pawrakAra
se se
bAwacIwa bAwacIwa
meM meM
rAmavilAsa rAmavilAsa
pAsavAna pAsavAna
ne ne
kahA kaha
ki ki
rAjaxa rAjaxa
va va
BAjapA BAjapA
ko ko
lekara le
ve vaha
apane apanA
pahale pahale
ke kA
ruKa ruKa
para para
kAyama kAyama
hEM hE
. .
rAjya rAjya
meM meM
yUpIe yUpIe
ke kA
GatakoM Gataka
ke ke
bIca bIca
cunAvI cunAvI
gaTabaMXana gaTabaMXana
kI kA
saMBAvanAoM saMBAvanA
ko ko
KArija KArija
karawe kara
hue ho
pAsavAna pAsavAna
ne ne
kahA kaha
ki ki
bihAra bihAra
meM meM
yUpIe yUpIe
gaTabaMXana gaTabaMXana
praBAvI praBAvI
nahIM nahIM
hE hE
. .
yaha yaha
pUCe pUCa
jAne jA
para para
ki ki
kyA kyA
soniyA soniyA
gAMXI gAMXI
ke kA
kahane kaha
para para
unakI vaha
pArtI pArtI
rAjaxa rAjaxa
ke ke
sAWa sAWa
cunAvI cunAvI
wAlamela wAlamela
karegI kara
isa yaha
praSna praSna
ko ko
pAsavAna pAsavAna
ne ne
kalpanAwmaka kalpanAwmaka
praSna praSna
karAra karAra
xiyA xe
. .
pAsavAna pAsavAna
ne ne
kahA kaha
ki ki
unhoMne vaha
maMgalavAra maMgalavAra
ko ko
soniyA soniyA
gAMXI gAMXI
va va
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
se se
mulAkAwa mulAkAwa
kI kara
WI WA
. .
lekina lekina
bAwacIwa bAwacIwa
ke ke
xOrAna xOrAna
gaTabaMXana gaTabaMXana
ko ko
lekara le
koI koI
carcA carcA
nahIM nahIM
huI ho
. .
pAsavAna pAsavAna
ne ne
kahA kaha
ki ki
unhoMne vaha
apane apanA
kAryakarwAoM kAryakarwA
se se
rAjya rAjya
kI kA
saBI saBI
243 243
sItoM sIta
se se
cunAva cunAva
ladZane ladZa
ke ke
lie lie
wEyAra wEyAra
rahane raha
ko ko
kahA kaha
hE hE
. .
lekina lekina
unhoMne vaha
kAMgresa kAMgresa
ke ke
sAWa sAWa
cunAvI cunAvI
wAlamela wAlamela
kI kA
BI BI
icCA icCA
jawAI jawA
hE hE
. .
nAnAvatI nAnAvatI
riporta riporta
meM meM
keMxrIya keMxrIya
vANijya vANijya
maMwrI maMwrI
kamalanAWa kamalanAWa
Ora Ora
kAMgresa kAMgresa
ke kA
variRTa variRTa
newA newA
vasaMwa vasaMwa
sATe sATe
ko ko
1984 1984
ke kA
xaMgoM xaMgA
ke kA
mAmale mAmalA
meM meM
klIna klIna
cita cita
xI xe
gaI jA
hE hE
. .
riporta riporta
meM meM
kahA kaha
gayA jA
hE hE
ki ki
Ayoga Ayoga
ko ko
EsA EsA
koI koI
sAkRya sAkRya
nahIM nahIM
milA mila
hE hE
jisase jo
yaha yaha
sixXa sixXa
kiyA kara
jA jA
sake saka
ki ki
guruxvArA guruxvArA
rakAbagaMja rakAbagaMja
meM meM
mOjUxagI mOjUxagI
ke ke
xOrAna xOrAna
kamalanAWa kamalanAWa
ne ne
uwwejiwa uwwejiwa
BIdZa BIdZa
ko ko
BadZakAyA BadZakA
. .
isI yaha
prakAra prakAra
vasaMwa vasaMwa
sATe sATe
kI kA
vahAM vahAz
mOjUxagI mOjUxagI
saMbaMXI saMbaMXI
xAve xAvA
ko ko
Ayoga Ayoga
ne ne
BrAmaka BrAmaka
mAnA mAna
hE hE
. .
pawrakAra pawrakAra
saMjaya saMjaya
sUrI sUrI
ne ne
apane apanA
bayAna bayAna
meM meM
Ayoga Ayoga
ko ko
bawAyA bawA
ki ki
31 31
aktUbara aktUbara
84 84
ko ko
kamalanAWa kamalanAWa
guruxvArA guruxvArA
rakAbagaMja rakAbagaMja
meM meM
mOjUxa mOjUxa
We WA
waWA waWA
vaha vaha
BIdZa BIdZa
ko ko
SAMwa SAMwa
karane kara
kA kA
prayAsa prayAsa
kara kara
rahe raha
We WA
. .
kamalanAWa kamalanAWa
ne ne
apane apanA
javAba javAba
meM meM
BI BI
kahA kaha
hE hE
ki ki
ve vaha
